Reflectance
7.223199307918548584e-02
7.097318768501281738e-02
7.127851247787475586e-02
7.224948704242706299e-02
7.219148427248001099e-02
7.369460165500640869e-02
7.392434775829315186e-02
7.535662502050399780e-02
7.587779313325881958e-02
7.667385041713714600e-02
7.727687060832977295e-02
7.829887419939041138e-02
7.907530665397644043e-02
7.920952141284942627e-02
7.981585711240768433e-02
8.058864623308181763e-02
8.074628561735153198e-02
8.098985999822616577e-02
8.145532011985778809e-02
8.183665573596954346e-02
8.226643502712249756e-02
8.248262852430343628e-02
8.298485726118087769e-02
8.360533416271209717e-02
8.381420373916625977e-02
8.425576984882354736e-02
8.466745167970657349e-02
8.405887335538864136e-02
8.474818617105484009e-02
8.516927063465118408e-02
8.541684597730636597e-02
8.586781471967697144e-02
8.622382581233978271e-02
8.639305084943771362e-02
8.703099936246871948e-02
8.740117400884628296e-02
8.770450949668884277e-02
8.833359181880950928e-02
8.881099522113800049e-02
8.945923298597335815e-02
9.026087820529937744e-02
9.071108698844909668e-02
9.101875871419906616e-02
9.146296232938766479e-02
9.192413091659545898e-02
9.225407242774963379e-02
9.305290877819061279e-02
9.371668100357055664e-02
9.433124214410781860e-02
9.489562362432479858e-02
9.526752680540084839e-02
9.579508751630783081e-02
9.626584500074386597e-02
9.674034267663955688e-02
9.741441160440444946e-02
9.808900952339172363e-02
9.868410974740982056e-02
9.927127510309219360e-02
9.971459209918975830e-02
1.002935469150543213e-01
1.007295995950698853e-01
1.011316776275634766e-01
1.016520559787750244e-01
1.020345315337181091e-01
1.028223708271980286e-01
1.034604534506797791e-01
1.040734499692916870e-01
1.046606823801994324e-01
1.050898358225822449e-01
1.053468212485313416e-01
1.056712269783020020e-01
1.061884239315986633e-01
1.067212000489234924e-01
1.071548461914062500e-01
1.077155619859695435e-01
1.085049510002136230e-01
1.091178432106971741e-01
1.097865998744964600e-01
1.104122400283813477e-01
1.109855845570564270e-01
1.114977523684501648e-01
1.118276938796043396e-01
1.121963039040565491e-01
1.123391017317771912e-01
1.126635149121284485e-01
1.130488738417625427e-01
1.135502532124519348e-01
1.141337603330612183e-01
1.145298704504966736e-01
1.149173602461814880e-01
1.152630373835563660e-01
1.154913604259490967e-01
1.156742498278617859e-01
1.158264130353927612e-01
1.162741109728813171e-01
1.169487237930297852e-01
1.178943887352943420e-01
1.190947070717811584e-01
1.203817799687385559e-01
1.220031455159187317e-01
1.235369965434074402e-01
1.250054985284805298e-01
1.265124082565307617e-01
1.279122531414031982e-01
1.291809678077697754e-01
1.303296983242034912e-01
1.313467621803283691e-01
1.322154849767684937e-01
1.330038011074066162e-01
1.336403340101242065e-01
1.343934088945388794e-01
1.351784318685531616e-01
1.360981315374374390e-01
1.372026503086090088e-01
1.382566541433334351e-01
1.393219828605651855e-01
1.405151635408401489e-01
1.416770070791244507e-01
1.427612304687500000e-01
1.436701864004135132e-01
1.442956030368804932e-01
1.448886692523956299e-01
1.453734338283538818e-01
1.459874361753463745e-01
1.467042416334152222e-01
1.474384516477584839e-01
1.483307927846908569e-01
1.494522839784622192e-01
1.504217833280563354e-01
1.514600366353988647e-01
1.525364816188812256e-01
1.535675078630447388e-01
1.545548737049102783e-01
1.555215269327163696e-01
1.564577370882034302e-01
1.573515832424163818e-01
1.582405716180801392e-01
1.590319424867630005e-01
1.596502065658569336e-01
1.602778583765029907e-01
1.607552170753479004e-01
1.612378060817718506e-01
1.618271470069885254e-01
1.626811325550079346e-01
1.635151654481887817e-01
1.643471717834472656e-01
1.651997566223144531e-01
1.660074591636657715e-01
1.669457703828811646e-01
1.680254936218261719e-01
1.693563312292098999e-01
1.698778271675109863e-01
1.707486212253570557e-01
1.715469211339950562e-01
1.720489114522933960e-01
1.726092547178268433e-01
1.729709357023239136e-01
1.731081753969192505e-01
1.733955591917037964e-01
1.738133281469345093e-01
1.742581129074096680e-01
1.746191382408142090e-01
1.751953214406967163e-01
1.759162545204162598e-01
1.765026450157165527e-01
1.772601604461669922e-01
1.778436601161956787e-01
1.786391437053680420e-01
1.794202029705047607e-01
1.801116168498992920e-01
1.807093471288681030e-01
1.813468933105468750e-01
1.817955970764160156e-01
1.823546290397644043e-01
1.828727126121520996e-01
1.832748502492904663e-01
1.838684529066085815e-01
1.844072341918945312e-01
1.848062425851821899e-01
1.854011416435241699e-01
1.859526187181472778e-01
1.862401962280273438e-01
1.865637302398681641e-01
1.871063709259033203e-01
1.874894052743911743e-01
1.877785027027130127e-01
1.881862878799438477e-01
1.887238174676895142e-01
1.891888082027435303e-01
1.897348463535308838e-01
1.903621107339859009e-01
1.908345371484756470e-01
1.916796565055847168e-01
1.921526193618774414e-01
1.927630007266998291e-01
1.932796090841293335e-01
1.936620175838470459e-01
1.943278163671493530e-01
1.947834789752960205e-01
1.954281777143478394e-01
1.956978440284729004e-01
1.959498524665832520e-01
1.965981423854827881e-01
1.966122388839721680e-01
1.975405514240264893e-01
1.980183422565460205e-01
1.991146206855773926e-01
1.998238414525985718e-01
2.006892859935760498e-01
2.019751518964767456e-01
2.027406692504882812e-01
2.039448618888854980e-01
2.049865424633026123e-01
2.065510898828506470e-01
2.076347023248672485e-01
2.055594772100448608e-01
