Reflectance
5.480637773871421814e-02
5.281972885131835938e-02
5.120196193456649780e-02
5.008510500192642212e-02
4.848742112517356873e-02
4.747825115919113159e-02
4.809074848890304565e-02
4.772968962788581848e-02
4.778541624546051025e-02
4.708720371127128601e-02
4.688244685530662537e-02
4.756782203912734985e-02
4.716114699840545654e-02
4.721551761031150818e-02
4.739459976553916931e-02
4.728085547685623169e-02
4.805494472384452820e-02
4.800616949796676636e-02
4.805915430188179016e-02
4.838797450065612793e-02
4.852696508169174194e-02
4.866399243474006653e-02
4.901300370693206787e-02
4.945769160985946655e-02
4.950954765081405640e-02
4.974934831261634827e-02
5.010652542114257812e-02
5.002824589610099792e-02
5.064636841416358948e-02
5.133160203695297241e-02
5.174167826771736145e-02
5.238534882664680481e-02
5.285597592592239380e-02
5.381043627858161926e-02
5.416056141257286072e-02
5.491991713643074036e-02
5.567887052893638611e-02
5.656144395470619202e-02
5.729232355952262878e-02
5.814362689852714539e-02
5.887816473841667175e-02
5.952486395835876465e-02
6.001859530806541443e-02
6.078725680708885193e-02
6.159469112753868103e-02
6.227773055434226990e-02
6.291891634464263916e-02
6.368578225374221802e-02
6.433575600385665894e-02
6.477840989828109741e-02
6.555071473121643066e-02
6.621412932872772217e-02
6.692656874656677246e-02
6.762240827083587646e-02
6.847453862428665161e-02
6.912223994731903076e-02
6.984245777130126953e-02
7.046235352754592896e-02
7.095507532358169556e-02
7.163155078887939453e-02
7.224352657794952393e-02
7.298876345157623291e-02
7.373899966478347778e-02
7.450037449598312378e-02
7.529672235250473022e-02
7.608173042535781860e-02
7.684031873941421509e-02
7.757173478603363037e-02
7.826434075832366943e-02
7.891630381345748901e-02
7.960063219070434570e-02
8.034979552030563354e-02
8.121211826801300049e-02
8.194813132286071777e-02
8.277305215597152710e-02
8.355031907558441162e-02
8.424919843673706055e-02
8.513255417346954346e-02
8.587643504142761230e-02
8.663413673639297485e-02
8.723907172679901123e-02
8.768788725137710571e-02
8.801720291376113892e-02
8.829702436923980713e-02
8.865620195865631104e-02
8.904171735048294067e-02
8.962080627679824829e-02
9.022353589534759521e-02
9.071692079305648804e-02
9.098865836858749390e-02
9.116026759147644043e-02
9.081730991601943970e-02
9.087251126766204834e-02
9.121036529541015625e-02
9.201260656118392944e-02
9.328050166368484497e-02
9.483131766319274902e-02
9.687060117721557617e-02
9.960341453552246094e-02
1.029657199978828430e-01
1.062120646238327026e-01
1.096968054771423340e-01
1.127487123012542725e-01
1.156465411186218262e-01
1.181891486048698425e-01
1.204591765999794006e-01
1.221461817622184753e-01
1.238503828644752502e-01
1.256575435400009155e-01
1.270129382610321045e-01
1.283788830041885376e-01
1.294417977333068848e-01
1.309407502412796021e-01
1.325761973857879639e-01
1.340912729501724243e-01
1.358834207057952881e-01
1.378028541803359985e-01
1.394878774881362915e-01
1.410440802574157715e-01
1.423824727535247803e-01
1.439122408628463745e-01
1.454017162322998047e-01
1.466779261827468872e-01
1.477548927068710327e-01
1.488194614648818970e-01
1.501376628875732422e-01
1.517023295164108276e-01
1.531618684530258179e-01
1.544752120971679688e-01
1.559451520442962646e-01
1.577073931694030762e-01
1.593676060438156128e-01
1.610338240861892700e-01
1.625020802021026611e-01
1.641084700822830200e-01
1.655985563993453979e-01
1.670848131179809570e-01
1.683808118104934692e-01
1.696820706129074097e-01
1.709166914224624634e-01
1.720733493566513062e-01
1.732222437858581543e-01
1.744277626276016235e-01
1.756680458784103394e-01
1.768674999475479126e-01
1.780060082674026489e-01
1.792189031839370728e-01
1.803365349769592285e-01
1.817670166492462158e-01
1.832114905118942261e-01
1.850477904081344604e-01
1.859169602394104004e-01
1.875215023756027222e-01
1.888477504253387451e-01
1.899609267711639404e-01
1.911518275737762451e-01
1.919432133436203003e-01
1.924770474433898926e-01
1.929491758346557617e-01
1.933169960975646973e-01
1.936047822237014771e-01
1.942030042409896851e-01
1.945412904024124146e-01
1.950809955596923828e-01
1.958910226821899414e-01
1.966616511344909668e-01
1.976980865001678467e-01
1.985561102628707886e-01
1.995831876993179321e-01
2.006455063819885254e-01
2.016293257474899292e-01
2.027181833982467651e-01
2.036534100770950317e-01
2.045782953500747681e-01
2.057446837425231934e-01
2.067511379718780518e-01
2.078375518321990967e-01
2.089432328939437866e-01
2.099122852087020874e-01
2.109459489583969116e-01
2.117453664541244507e-01
2.125604152679443359e-01
2.132298946380615234e-01
2.140280455350875854e-01
2.145292758941650391e-01
2.148902118206024170e-01
2.155957520008087158e-01
2.160172760486602783e-01
2.166580259799957275e-01
2.175417542457580566e-01
2.183384895324707031e-01
2.190293371677398682e-01
2.198827564716339111e-01
2.206890732049942017e-01
2.214175909757614136e-01
2.222566753625869751e-01
2.229364365339279175e-01
2.238215804100036621e-01
2.246264517307281494e-01
2.251620739698410034e-01
2.260355502367019653e-01
2.267482578754425049e-01
2.278055697679519653e-01
2.286677658557891846e-01
2.296370118856430054e-01
2.305886894464492798e-01
2.318928539752960205e-01
2.334089577198028564e-01
2.346534430980682373e-01
2.363338321447372437e-01
2.377963960170745850e-01
2.394179999828338623e-01
2.412252724170684814e-01
2.429773211479187012e-01
2.444760799407958984e-01
2.421304434537887573e-01
